sector,subsector,2024_asset-definition,Data available through,source_id,source_name,source_type,iso3_country,sector,subsector,start_time,end_time,lat,lon,geometry_ref,gas,emissions_quantity,temporal_granularity,activity,activity_units,emissions_factor,capacity,capacity_units,capacity_factor,capacity_factor_units,other1,other1_def,other2,other2_def,other3,other3_def,other4,other4_def,other5,other5_def,other6,other6_def,other7,other7_def,other8,other8_def,other9,other9_def,other10,other10_def,created_date,modified_date
fossil-fuel-operations,oil-and-gas-production,field,Website downloads,internal_identifier,Basin Name,Product type,iso3_country_code,fossil-fuel-operations,oil-and-gas-production,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Qualitative description of production volumes,High Medium Low,License restricted,License restricted,N/A,License restricted,N/A,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
fossil-fuel-operations,oil-and-gas-refining,refinery,Website downloads,internal_identifier,Refinery Name,Refinery process type,iso3_country_code,fossil-fuel-operations,oil-and-gas-refining,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total barrels processed,BBL,t of [gas]  per BBL,Maximum refining capacity,BBL per day,Effective days operating,days,acidification,t of SO2eq,particulate matter formation,t of PM 2.5eq,human health cancer,CTU,human health non-cancer,CTU,ecotoxicity,CTU,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
fossil-fuel-operations,oil-and-gas-transport,field,Website downloads,internal_identifier,Basin Name,Product type,iso3_country_code,fossil-fuel-operations,oil-and-gas-transport,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Qualitative description of production volumes,High Medium Low,License restricted,License restricted,N/A,License restricted,N/A,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
fossil-fuel-operations,other-fossil-fuel-operations,N/A,Website downloads,internal_identifier,Refinery Name,,iso3_country_code,fossil-fuel-operations,other-fossil-fuel-operations,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Amount of fuel,t of fuel,t of [gas]  per t of fuel,Amount of fuel,t of fuel,1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
fossil-fuel-operations,solid-fuel-transformation,N/A,Website downloads,internal_identifier,N/A,,iso3_country_code,fossil-fuel-operations,solid-fuel-transformation,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Fuel transformed,t of fuel,t of [gas]  per t of fuel,Fuel transformed,t of fuel,1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,aluminum,"aluminum-plant (smelters)
aluminum-plant-gadm-0-1-2 (refineries)",Website downloads,internal_identifier,Aluminum Smelter Plant Name or Country-gadm2,Refinery or smelting,iso3_country_code,manufacturing,aluminum,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Alumina or Aluminum production,t of alumina or aluminum,t of [gas]  per t of alumina or aluminum (direct only),Refinery or Smelter plant monthly capacity,t of alumina or aluminum,capacity factor,unitless,total emissions factor. Aluminium: anode Consumption emissions + anode Production Emissions + Electrolysis Electricity Emissions. Alumina: Refining direct emissions + electricity use emissions,t of CO2 per t of aluminum/alumina,total emissions,t of CO2,electricity_use_factor,MWh per t of aluminum/alumina,electricity_use,MWh,grid_emissions_intensity,t of CO2 per MWH,model_methodology,e.g satellite_monitored or extrapolation or disaggregation,field_not_included,N/A,field_not_included,N/A,field_not_included,N/A,field_not_included,N/A,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,cement,cement-plant,Website downloads,internal_identifier,Cement Plant Name,Cement manufacturing method,iso3_country_code,manufacturing,cement,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Cement production,t of cement,t of [gas]  per t of cement (direct only),Cement plant monthly capacity,t of cement,capacity factor,unitless,"Direct and Indirect emissions factor: calcination, fuel use and electricity use",t of CO2 per t of Clinker,"Direct and Indirect emissions: calcination, fuel use and electricity use",t of CO2,Calcination emissions factor,t of CO2 per t of Clinker,Calcination emissions,t of CO2,Fuel emissions factor,t of CO2 per t of Clinker,Fuel emissions,t of CO2,electricity_use_factor,MWh per t of cement,electricity_use,MWh,grid_emissions_intensity,t CO2 per MWH,model_methodology,e.g satellite_monitored or extrapolation or disaggregation,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,chemicals,chemicals-plant,Website downloads,internal_identifier,Country-gadm2_chemical,"Chemical manufactured (ammonia, methanol or soda ash)",iso3_country_code,manufacturing,chemicals,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Chemical production,t of chemical,t of [gas]  per t of chemical (direct only),Chemical plant monthly capacity,t of chemical,capacity factor,unitless,model_methodology,e.g satellite_monitored or extrapolation or disaggregation,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,other-manufacturing,other-manufacturing-plant,Website downloads,internal_identifier,Plant Name,Product manufactured,iso3_country_code,manufacturing,other-manufacturing,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Number of factories,factories,t of [gas]  per factory,Number of factories,factories,1,unitless,Original sector from reporting entity,N/A,Data source,N/A,Original asset ID from data source,N/A,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,petrochemical-steam-cracking,petrochemical-steam-cracking-plant,Website downloads,internal_identifier,Petrochemical Plant name,Petrochemical plant feedstock,iso3_country_code,manufacturing,petrochemical-steam-cracking,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Total ethylene production,Tonnes,t of [gas] per t of ethylene produced,Maximum ethylene production,t of ethylene,Utilization,unitless,co-located petrochemical facility id,N/A,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,pulp-and-paper,pulp-and-paper-gadm-0-1-2,Website downloads,internal_identifier,Country-gadm2,,iso3_country_code,manufacturing,pulp-and-paper,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Pulp and paper production,t of pulp & paper,t of [gas]  per t of Pulp & Paper (direct only),Pulp and paper plant monthly capacity,t of pulp & paper,capacity factor,unitless,model_methodology,e.g satellite_monitored or extrapolation or disaggregation,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,iron-and-steel,iron-and-steel-plant,Website downloads,internal_identifier,Steel Plant Name,Steel manufacturing method,iso3_country_code,manufacturing,iron-and-steel,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Steel production,t of steel,t of [gas]  per t of steel (direct only),Steel plant monthly capacity,t of steel,capacity factor,unitless,Direct and Indirect emissions factor: includes electricity use,t of CO2 per t of steel,Direct and Indirect emissions: includes electricity use,t of CO2,electricity_use_factor,MWh per t of steel,electricity_use,MWh,grid_emissions_intensity,t CO2 per MWH,model_methodology,e.g satellite_monitored or extrapolation or disaggregation,grid_marginal_operating_emissions_intensity,t CO2 per MWH,field_not_included,N/A,field_not_included,N/A,field_not_included,N/A,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,other-chemicals,other-chemicals-gadm-0-1-2,Website downloads,internal_identifier,Plant Name,Chemical type,iso3_country_code,manufacturing,other-chemicals,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,1,Factories,t of [gas]  per factory,1,Factories,1,unitless,Original sector from reporting entity,N/A,Data source,N/A,Original asset ID from data source,N/A,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,glass,glass-plant,Website downloads,internal_identifier,Plant Name,,iso3_country_code,manufacturing,glass,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Glass production,t of glass,t of [gas]  per USD,Glass output,USD,1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,lime,lime-plant,Website downloads,internal_identifier,Plant Name,,iso3_country_code,manufacturing,lime,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Lime production,t of lime,t of [gas]  per t of lime,Lime production,t of lime,1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,food-beverage-tobacco,food-beverage-tobacco-plant,Website downloads,internal_identifier,N/A,,iso3_country_code,manufacturing,food-beverage-tobacco,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Output,USD,t of [gas] per USD,Output,USD,1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
manufacturing,wood-and-wood-products,wood-and-wood-products-gadm-0-1-2,Website downloads,internal_identifier,N/A,,iso3_country_code,manufacturing,wood-and-wood-products,"The time using Coordinated Universal Time (UTC) of emissions, as an instance of start time of observation.        ","The time using Coordinated Universal Time (UTC) of emissions, either as an instance of end time of observation.","Approximate latitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.	","Approximate longitude location of the source. When source is an aggregation of smaller emissions sources (e.g county, urban area etc), the latitude centroid of the geometry is provided.",Corresponds to the reference id to the geopackage file present in the downloads. This id allows matching the emissions source location with the location of the emissions source.  ,"Air emissions which are reported in metric tonnes. Greenhouse gases:  Carbon Dioxide (CO2), Methane (CH4) and Nitrous oxide (N2O) as well as all three gases combined and expressed in CO2-equivalents are available (100 year and 20 year time frame using IPCC Sixth Assessment Report (AR6) Global Warming Potentials). Air pollutants: Particulate Matter (PM2.5, Black Carbon (BC), and Organic Carbon (OC), sulphur dioxide (SOx), Volatile Organic Compounds (VOCs), Carbon Monoxide (CO), Ammonia (NH3), and Nitrogen Oxides (NOx).        ","Quantity of air emission emitted in metric tonnes. If reported quantity is zero, it means that gas is not emitted. If reported quantity is empty/null/N-A, data is not yet available.",Resolution of the data available. ,Output,USD,t of [gas]  per USD,Output,USD,1,unitless,,,,,,,,,,,,,,,,,,,,,Date emissions source was added to the Climate TRACE database.,Last date on which any updates were made to the dataset for the specific emission source.
